,id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TmWin%,score2
12,abdelal01,Alaa Abdelnaby,1991,1995,208.28,108.8621688,26.0,1995,TOT,NBA,PF,54,0.0,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.571,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,48.0,3.367618032884811
13,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,30.0,1978,LAL,NBA,C,62,0.0,36.5,10.7,19.4,0.55,0.0,0.0,0.0,10.7,19.4,0.55,0.55,4.4,5.6,0.783,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8,54.900000000000006,22.24320261200224
14,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,31.0,1979,LAL,NBA,C,80,0.0,39.5,9.7,16.8,0.577,0.0,0.0,0.0,9.7,16.8,0.577,0.577,4.4,5.9,0.736,2.6,10.2,12.8,5.4,1.0,4.0,3.5,2.9,23.8,57.3,21.95318075425589
15,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,32.0,1980,LAL,NBA,C,82,0.0,38.3,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8,73.2,21.775051603117
16,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,33.0,1981,LAL,NBA,C,80,0.0,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.766,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,65.9,21.306464048648248
17,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,34.0,1982,LAL,NBA,C,76,76.0,35.2,9.9,17.1,0.579,0.0,0.0,0.0,9.9,17.1,0.58,0.579,4.1,5.8,0.706,2.3,6.4,8.7,3.0,0.8,2.7,3.0,2.9,23.9,69.5,18.83963199560644
18,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,35.0,1983,LAL,NBA,C,79,79.0,32.3,9.1,15.5,0.588,0.0,0.0,0.0,9.1,15.5,0.589,0.588,3.5,4.7,0.749,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8,70.7,17.213023048790788
19,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,36.0,1984,LAL,NBA,C,80,80.0,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,65.9,16.647990767828727
20,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,37.0,1985,LAL,NBA,C,79,79.0,33.3,9.2,15.3,0.599,0.0,0.0,0.0,9.2,15.3,0.6,0.599,3.7,5.0,0.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0,75.6,18.22229519279596
21,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,38.0,1986,LAL,NBA,C,79,79.0,33.3,9.6,16.9,0.564,0.0,0.0,0.0,9.6,16.9,0.565,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,75.6,18.097291055360515
22,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,39.0,1987,LAL,NBA,C,78,78.0,31.3,7.2,12.7,0.564,0.0,0.0,0.333,7.2,12.7,0.565,0.564,3.1,4.4,0.714,1.9,4.8,6.7,2.6,0.6,1.2,2.4,3.1,17.5,79.3,13.807631085260562
23,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,40.0,1988,LAL,NBA,C,80,80.0,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,75.6,11.109650424120446
24,abdulka01,Kareem Abdul-Jabbar,1970,1989,218.44000000000003,102.05828325,41.0,1989,LAL,NBA,C,74,74.0,22.9,4.2,8.9,0.475,0.0,0.0,0.0,4.2,8.9,0.477,0.475,1.6,2.2,0.739,1.4,3.1,4.5,1.0,0.5,1.1,1.3,2.6,10.1,69.5,7.242384435875206
25,achiupr01,Precious Achiuwa,2021,2022,203.2,102.05828325,21.0,2021,MIA,NBA,PF,61,4.0,12.1,2.0,3.7,0.544,0.0,0.0,0.0,2.0,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0,55.60000000000001,4.072438827665193
26,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,23.0,1978,PHO,NBA,C,70,0.0,27.3,6.2,12.8,0.485,0.0,0.0,0.0,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5,59.8,12.437238211588351
27,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,24.0,1979,PHO,NBA,C,77,0.0,30.7,7.4,13.9,0.53,0.0,0.0,0.0,7.4,13.9,0.53,0.53,3.0,3.8,0.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8,61.0,15.815323425579463
28,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,25.0,1980,PHO,NBA,C,75,0.0,28.9,6.2,11.7,0.531,0.0,0.0,0.0,6.2,11.6,0.533,0.531,2.5,3.1,0.797,2.1,6.0,8.1,4.3,1.4,0.7,2.9,3.2,14.9,67.10000000000001,13.77174817258042
29,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,26.0,1981,PHO,NBA,C,75,0.0,27.4,6.1,11.6,0.526,0.0,0.0,0.0,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,69.5,13.62074686950967
30,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,27.0,1982,PHO,NBA,C,79,75.0,30.3,6.4,13.0,0.494,0.0,0.0,0.0,6.4,13.0,0.494,0.494,2.3,2.9,0.781,1.7,5.7,7.4,4.5,1.4,1.0,2.5,3.4,15.1,56.10000000000001,13.41152775522657
31,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,28.0,1983,PHO,NBA,C,80,75.0,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,64.60000000000001,12.78833604926922
32,adamsal01,Alvan Adams,1976,1988,205.74,95.2543977,29.0,1984,PHO,NBA,C,70,13.0,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,50.0,8.646901318884842
33,adamsha01,Hassan Adams,2007,2009,193.04,99.7903214,22.0,2007,NJN,NBA,SG,61,8.0,8.1,1.2,2.2,0.556,0.0,0.0,0.0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9,50.0,2.4052922403931882
34,acyqu01,Quincy Acy,2013,2019,200.66,108.8621688,23.0,2014,TOT,NBA,SF,63,0.0,13.4,1.0,2.2,0.468,0.1,0.2,0.267,1.0,2.0,0.492,0.482,0.6,0.8,0.66,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7,48.0,3.0031393056511604
35,acresma01,Mark Acres,1988,1993,210.82,99.7903214,25.0,1988,BOS,NBA,C,79,5.0,14.6,1.4,2.6,0.532,0.0,0.0,0.0,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,69.5,3.522413089002198
36,acresma01,Mark Acres,1988,1993,210.82,99.7903214,26.0,1989,BOS,NBA,C,62,0.0,10.2,0.9,1.8,0.482,0.0,0.0,1.0,0.9,1.8,0.478,0.487,0.4,0.8,0.542,1.0,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2,51.2,2.2559054818276207
37,adebaba01,Bam Adebayo,2018,2022,205.74,115.66605435,20.0,2018,MIA,NBA,C,69,19.0,19.8,2.5,4.9,0.512,0.0,0.1,0.0,2.5,4.8,0.523,0.512,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9,53.7,6.793837386170403
38,adebaba01,Bam Adebayo,2018,2022,205.74,115.66605435,22.0,2020,MIA,NBA,PF,72,72.0,33.6,6.1,11.0,0.557,0.0,0.2,0.143,6.1,10.8,0.564,0.558,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9,60.3,15.858084843321826
39,adebaba01,Bam Adebayo,2018,2022,205.74,115.66605435,23.0,2021,MIA,NBA,C,64,64.0,33.5,7.1,12.5,0.57,0.0,0.1,0.25,7.1,12.4,0.573,0.571,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,55.60000000000001,17.961320447458725
40,adamsmi01,Michael Adams,1986,1996,177.8,73.48196394,24.0,1987,WSB,NBA,PG,63,0.0,20.7,2.5,6.2,0.407,0.4,1.6,0.275,2.1,4.6,0.454,0.443,1.7,2.0,0.847,0.6,1.3,2.0,3.9,1.3,0.1,1.3,1.4,7.2,51.2,7.116054770670049
41,adamsmi01,Michael Adams,1986,1996,177.8,73.48196394,25.0,1988,DEN,NBA,PG,82,75.0,33.9,5.1,11.3,0.449,1.7,4.6,0.367,3.4,6.7,0.505,0.524,2.0,2.4,0.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,65.9,12.316293859931594
42,adamsmi01,Michael Adams,1986,1996,177.8,73.48196394,26.0,1989,DEN,NBA,PG,77,77.0,36.2,6.1,14.1,0.433,2.2,6.1,0.356,3.9,8.0,0.49,0.509,4.2,5.1,0.819,0.9,2.8,3.7,6.4,2.2,0.1,2.3,1.9,18.5,53.7,15.359337422767824
43,adamsmi01,Michael Adams,1986,1996,177.8,73.48196394,27.0,1990,DEN,NBA,PG,79,74.0,34.1,5.0,12.5,0.402,2.0,5.5,0.366,3.0,7.1,0.431,0.482,3.4,4.0,0.85,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,52.400000000000006,12.930292834472052
44,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,20.0,2014,OKC,NBA,C,81,20.0,14.8,1.1,2.3,0.503,0.0,0.0,0.0,1.1,2.3,0.503,0.503,1.0,1.7,0.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3,72.0,3.441632257814522
45,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,21.0,2015,OKC,NBA,C,70,67.0,25.3,3.1,5.7,0.544,0.0,0.0,0.0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,54.900000000000006,7.15482781376104
46,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,22.0,2016,OKC,NBA,C,80,80.0,25.2,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.613,0.613,1.4,2.5,0.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0,67.10000000000001,7.672966634357884
47,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,23.0,2017,OKC,NBA,C,80,80.0,29.9,4.7,8.2,0.571,0.0,0.0,0.0,4.7,8.2,0.572,0.571,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,57.3,9.993322888714054
48,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,24.0,2018,OKC,NBA,C,76,76.0,32.7,5.9,9.4,0.629,0.0,0.0,0.0,5.9,9.3,0.631,0.629,2.1,3.8,0.559,5.1,4.0,9.0,1.2,1.2,1.0,1.7,2.8,13.9,58.5,12.816749827321956
49,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,25.0,2019,OKC,NBA,C,80,80.0,33.4,6.0,10.1,0.595,0.0,0.0,0.0,6.0,10.1,0.596,0.595,1.8,3.7,0.5,4.9,4.6,9.5,1.6,1.5,1.0,1.7,2.6,13.9,59.8,12.76918003964666
50,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,26.0,2020,OKC,NBA,C,63,63.0,26.7,4.5,7.6,0.592,0.0,0.0,0.333,4.5,7.5,0.594,0.593,1.9,3.2,0.582,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,10.9,61.1,11.175060389305324
51,adamsst01,Steven Adams,2014,2022,210.82,120.20197805,28.0,2022,MEM,NBA,C,49,48.0,26.1,2.5,4.9,0.519,0.0,0.0,0.0,2.5,4.9,0.519,0.519,1.5,2.7,0.573,4.3,5.1,9.4,3.0,1.0,0.7,1.6,1.7,6.6,66.0,8.819650036309778
52,adrieje01,Jeff Adrien,2011,2015,200.66,111.13013065,27.0,2014,TOT,NBA,PF,53,12.0,18.1,2.7,5.2,0.52,0.0,0.0,0.0,2.7,5.2,0.52,0.52,1.4,2.2,0.639,1.9,3.8,5.8,0.7,0.5,0.7,0.7,2.0,6.8,48.0,6.189253367523265
53,addisra01,Rafael Addison,1987,1997,200.66,97.52235955,27.0,1992,NJN,NBA,SF,76,8.0,15.5,2.5,5.7,0.433,0.2,0.6,0.286,2.3,5.0,0.452,0.449,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,48.8,4.15965207851914
54,addisra01,Rafael Addison,1987,1997,200.66,97.52235955,28.0,1993,NJN,NBA,SF,68,15.0,17.1,2.7,6.0,0.443,0.1,0.5,0.206,2.6,5.5,0.464,0.451,0.8,1.0,0.814,0.7,1.3,1.9,0.8,0.3,0.2,0.9,1.8,6.3,52.400000000000006,4.134892319971696
55,addisra01,Rafael Addison,1987,1997,200.66,97.52235955,31.0,1996,CHH,NBA,SF,53,0.0,9.7,1.5,3.1,0.467,0.0,0.2,0.0,1.5,2.9,0.494,0.467,0.3,0.4,0.773,0.5,1.2,1.7,0.6,0.2,0.2,0.5,1.4,3.2,50.0,2.6082051884133977
56,addisra01,Rafael Addison,1987,1997,200.66,97.52235955,32.0,1997,CHH,NBA,SF,41,3.0,8.7,1.2,3.0,0.402,0.2,0.5,0.4,1.0,2.5,0.402,0.434,0.5,0.7,0.786,0.5,0.6,1.1,0.8,0.2,0.1,0.4,1.3,3.1,65.9,2.3246536201391703
57,afflaar01,Arron Afflalo,2008,2018,195.58,95.2543977,22.0,2008,DET,NBA,SG,75,9.0,12.9,1.3,3.2,0.411,0.1,0.6,0.208,1.2,2.6,0.461,0.432,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7,72.0,2.945603005923307
58,afflaar01,Arron Afflalo,2008,2018,195.58,95.2543977,24.0,2010,DEN,NBA,SG,82,75.0,27.1,3.3,7.1,0.465,1.3,3.0,0.434,2.0,4.1,0.488,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,64.60000000000001,6.463257806213549
59,afflaar01,Arron Afflalo,2008,2018,195.58,95.2543977,25.0,2011,DEN,NBA,SG,69,69.0,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3.0,5.5,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,61.0,9.614743969144325
60,afflaar01,Arron Afflalo,2008,2018,195.58,95.2543977,26.0,2012,DEN,NBA,SG,62,62.0,33.6,5.3,11.3,0.471,1.4,3.6,0.398,3.9,7.7,0.504,0.534,3.2,4.0,0.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2,57.6,10.524894718211764
61,afflaar01,Arron Afflalo,2008,2018,195.58,95.2543977,29.0,2015,TOT,NBA,SG,78,72.0,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,48.0,8.155432556245135
62,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,24.0,1984,DAL,NBA,SF,79,79.0,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5,52.400000000000006,20.86084116401917
63,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,25.0,1985,DAL,NBA,SF,80,79.0,33.7,9.9,19.6,0.506,0.3,1.1,0.318,9.6,18.6,0.517,0.515,5.5,7.3,0.759,2.4,3.6,6.0,3.1,0.8,0.3,3.2,3.1,25.7,53.7,17.61524291598077
64,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,26.0,1986,DAL,NBA,SF,74,73.0,33.8,9.0,17.9,0.503,0.2,0.8,0.286,8.8,17.2,0.513,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,53.7,16.416523524872837
65,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,27.0,1987,DAL,NBA,SF,80,80.0,33.3,9.8,19.9,0.495,0.7,1.9,0.353,9.2,18.0,0.51,0.512,5.4,7.0,0.77,2.3,3.1,5.3,3.2,1.1,0.4,2.7,3.0,25.7,67.10000000000001,17.788059133000463
66,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,28.0,1988,DAL,NBA,SF,77,77.0,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9.0,18.2,0.496,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1,64.60000000000001,17.310661265365663
67,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,29.0,1989,TOT,NBA,SF,80,76.0,32.5,7.3,15.9,0.461,0.6,2.2,0.293,6.7,13.7,0.488,0.481,3.6,4.9,0.733,1.8,3.0,4.8,3.5,0.6,0.5,2.6,2.9,18.9,48.0,13.005509530878808
68,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,30.0,1990,DET,NBA,SF,78,40.0,25.7,5.6,11.5,0.488,0.4,1.2,0.333,5.2,10.3,0.506,0.505,2.5,3.3,0.756,1.5,2.4,3.9,1.9,0.4,0.2,1.6,2.6,14.1,72.0,9.734897085419107
69,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,31.0,1991,DET,NBA,SF,78,13.0,25.7,5.4,11.7,0.462,0.3,1.0,0.308,5.1,10.7,0.477,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.6,0.3,1.6,2.7,14.2,61.0,10.00969077420589
70,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,32.0,1992,DET,NBA,SF,75,12.0,21.1,4.5,10.5,0.431,0.2,0.9,0.211,4.3,9.5,0.453,0.44,2.1,3.1,0.687,0.9,2.3,3.1,1.7,0.7,0.1,1.4,2.3,11.3,58.5,7.43498847416545
71,aguirma01,Mark Aguirre,1982,1994,198.12,105.23342984,33.0,1993,DET,NBA,SF,51,15.0,20.7,3.7,8.3,0.443,0.6,1.6,0.361,3.1,6.6,0.463,0.479,1.9,2.5,0.767,0.8,2.1,3.0,2.1,0.3,0.1,1.3,2.0,9.9,48.8,6.988342741591322
72,ajincal01,Alexis Ajinça,2009,2017,218.44000000000003,112.49090776,26.0,2015,NOP,NBA,C,68,8.0,14.1,2.7,4.8,0.55,0.0,0.0,0.0,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,54.900000000000006,5.832605750224189
73,alarima01,Mark Alarie,1987,1991,203.2,98.42954429,25.0,1989,WSB,NBA,PF,74,5.0,15.4,2.8,5.8,0.478,0.2,0.5,0.342,2.6,5.3,0.491,0.493,1.0,1.2,0.839,1.4,2.1,3.4,0.9,0.3,0.3,0.8,2.2,6.7,48.8,5.2876906111716275
74,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,22.0,1982,BOS,NBA,SG,53,1.0,10.6,1.5,4.2,0.357,0.1,0.3,0.294,1.4,3.8,0.363,0.369,1.1,1.2,0.862,0.5,0.6,1.1,1.6,0.7,0.1,1.0,1.6,4.1,76.8,3.458967590733498
75,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,23.0,1983,BOS,NBA,SG,80,76.0,25.6,4.5,9.0,0.496,0.1,0.4,0.172,4.4,8.6,0.509,0.499,0.9,1.2,0.742,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9,68.30000000000001,8.426831868007865
76,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,24.0,1984,BOS,NBA,SG,71,3.0,16.3,2.3,5.1,0.46,0.1,0.3,0.273,2.3,4.8,0.472,0.468,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4,75.6,4.740478358003676
77,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,25.0,1985,BOS,NBA,SG,75,73.0,34.2,5.6,10.6,0.529,0.2,0.7,0.268,5.4,9.8,0.549,0.539,1.6,1.8,0.868,1.0,2.6,3.6,5.3,1.6,0.1,2.0,3.0,12.9,76.8,12.286420724401994
78,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,26.0,1986,BOS,NBA,SG,80,78.0,30.1,4.4,8.8,0.504,0.3,0.9,0.356,4.1,7.9,0.521,0.522,1.5,1.7,0.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,81.69999999999999,10.382689347562366
79,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,27.0,1987,BOS,NBA,SG,71,66.0,35.2,5.8,11.9,0.486,1.2,2.7,0.443,4.6,9.2,0.498,0.536,2.1,2.3,0.897,0.7,2.7,3.4,5.6,1.4,0.2,2.0,2.7,14.8,72.0,12.903819854388132
80,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,28.0,1988,BOS,NBA,SG,81,81.0,37.3,6.0,12.1,0.491,1.8,4.4,0.415,4.1,7.7,0.534,0.566,2.0,2.2,0.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7,69.5,13.5752849322732
81,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,29.0,1989,TOT,NBA,PG,73,54.0,32.6,6.6,14.4,0.457,1.6,4.2,0.38,5.0,10.2,0.488,0.512,2.8,3.3,0.854,1.0,2.5,3.5,5.5,1.3,0.1,2.0,2.5,17.5,48.0,13.873698044264922
82,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,31.0,1991,POR,NBA,SG,80,0.0,21.4,4.2,8.9,0.472,1.3,3.1,0.406,2.9,5.8,0.508,0.543,1.4,1.7,0.826,0.6,2.0,2.6,3.6,0.8,0.2,1.3,2.4,11.1,76.8,8.90276431255043
83,aingeda01,Danny Ainge,1982,1995,193.04,79.37866475,32.0,1992,POR,NBA,SG,81,6.0,19.7,3.7,8.3,0.442,1.0,2.8,0.339,2.7,5.5,0.496,0.5,1.3,1.6,0.824,0.5,1.3,1.8,2.5,0.9,0.2,0.9,1.8,9.7,69.5,7.18438410630769
